date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:25	23040/23040	---MC-	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:22%20GMT	http://localhost/MyPersonalWebsite/sample-page/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/sample-page/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:25	21131/21131	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Oct%202020%2009:49:22%20GMT	http://localhost/MyPersonalWebsite/category/uncategorized/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/category/uncategorized/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:27	31481/31481	---MC-	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:23%20GMT	http://localhost/MyPersonalWebsite/2020/10/15/hello-world/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/2020/10/15/hello-world/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:28	26826/26826	---MC-	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:25%20GMT	http://localhost/MyPersonalWebsite/author/mhdnezam/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/author/mhdnezam/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:28	26525/26525	---MC-	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:25%20GMT	http://localhost/MyPersonalWebsite/2020/10/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/2020/10/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:34	76353/76353	---MC-	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:21%20GMT	http://localhost/MyPersonalWebsite/wp-json/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/index.html	(from http://localhost/MyPersonalWebsite/)
11:49:34	2818/2818	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:34%20GMT	http://localhost/MyPersonalWebsite/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/wp/v2/pages/2.json	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:34	766/766	---M--	200	added ('OK')	application/rss+xml	etag:%227904be0245f9e939dfca5deb25b540f6%22	http://localhost/MyPersonalWebsite/sample-page/feed/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/sample-page/feed/index.html	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:35	2316/2316	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:35%20GMT	http://localhost/MyPersonalWebsite/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMyPersonalWebsite%2Fsample-page%2F	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/oembed/1.0/embede52a.json	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Oct%202020%2009:49:35%20GMT	http://localhost/MyPersonalWebsite/?p=2	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/index905b.html	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:36	2404/2404	---M--	200	added ('OK')	text/xml	date:Thu,%2015%20Oct%202020%2009:49:35%20GMT	http://localhost/MyPersonalWebsite/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMyPersonalWebsite%2Fsample-page%2F&format=xml	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/oembed/1.0/embeddbab	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:36	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2015%20Oct%202020%2009:49:36%20GMT	http://localhost/MyPersonalWebsite/wp-admin/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/index.html	(from http://localhost/MyPersonalWebsite/sample-page/)
11:49:37	1855/1855	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:36%20GMT	http://localhost/MyPersonalWebsite/wp-json/wp/v2/posts/1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/wp/v2/posts/1.json	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:37	1716/1716	---M--	200	added ('OK')	application/rss+xml	etag:%227904be0245f9e939dfca5deb25b540f6%22	http://localhost/MyPersonalWebsite/2020/10/15/hello-world/feed/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/2020/10/15/hello-world/feed/index.html	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Oct%202020%2009:49:37%20GMT	http://localhost/MyPersonalWebsite/?p=1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/indexcff1.html	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:38	2347/2347	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:37%20GMT	http://localhost/MyPersonalWebsite/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMyPersonalWebsite%2F2020%2F10%2F15%2Fhello-world%2F	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/oembed/1.0/embed1540.json	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:38	2429/2429	---M--	200	added ('OK')	text/xml	date:Thu,%2015%20Oct%202020%2009:49:38%20GMT	http://localhost/MyPersonalWebsite/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FMyPersonalWebsite%2F2020%2F10%2F15%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/oembed/1.0/embeda58a	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:38	2861/2861	---M--	200	added ('OK')	application/javascript	etag:%22b2d-5ae305e1a5300%22	http://localhost/MyPersonalWebsite/wp-includes/js/comment-reply.min.js?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/comment-reply.mind03b.js	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:40	645/645	---M--	200	added ('OK')	application/json	date:Thu,%2015%20Oct%202020%2009:49:39%20GMT	http://localhost/MyPersonalWebsite/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-json/wp/v2/users/1.json	(from http://localhost/MyPersonalWebsite/author/mhdnezam/)
11:49:41	1787/1787	---M--	200	added ('OK')	application/rss+xml	etag:%227904be0245f9e939dfca5deb25b540f6%22	http://localhost/MyPersonalWebsite/author/mhdnezam/feed/	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/author/mhdnezam/feed/index.html	(from http://localhost/MyPersonalWebsite/author/mhdnezam/)
11:49:41	31557/31557	---MC-	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:38%20GMT	http://localhost/MyPersonalWebsite/2020/10/15/hello-world/?replytocom=1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/2020/10/15/hello-world/index6809.html	(from http://localhost/MyPersonalWebsite/2020/10/15/hello-world/)
11:49:41	59009/59009	---M--	200	added ('OK')	text/css	etag:%22e681-5aaa63de0f7c0%22	http://localhost/MyPersonalWebsite/wp-includes/css/dashicons.min.css?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/css/dashicons.mind03b.css	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:43	5845/5845	---M--	200	added ('OK')	text/css	etag:%2216d5-5a9d7358c4040%22	http://localhost/MyPersonalWebsite/wp-includes/css/buttons.min.css?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/css/buttons.mind03b.css	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:43	24500/24500	---M--	200	added ('OK')	text/css	etag:%225fb4-5aa10b9259580%22	http://localhost/MyPersonalWebsite/wp-admin/css/forms.min.css?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/css/forms.mind03b.css	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:44	2477/2477	---M--	200	added ('OK')	text/css	etag:%229ad-57cc15c805580%22	http://localhost/MyPersonalWebsite/wp-admin/css/l10n.min.css?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/css/l10n.mind03b.css	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:44	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-5a9d7358c4040%22	http://localhost/MyPersonalWebsite/wp-admin/css/login.min.css?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/css/login.mind03b.css	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:45	2874/2874	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:49:44%20GMT	http://localhost/MyPersonalWebsite/wp-login.php?action=lostpassword	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-loginc2b6.html	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:49:45	353/353	---M--	200	added ('OK')	application/javascript	etag:%22161-595c52fd2e6c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/zxcvbn-async.min5152.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:01	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880%22	http://localhost/MyPersonalWebsite/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:02	99310/99310	---M--	200	added ('OK')	application/javascript	etag:%22183ee-5a937aa4cab40%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:02	223892/223892	---M--	200	added ('OK')	font/woff2	etag:%2236a94-59583f2a97700%22	http://localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-upright-var.woff2	(from http://localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/style.css?ver=1.5)
11:50:02	7987/7987	---M--	200	added ('OK')	application/javascript	etag:%221f33-58c4c756c7ac0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:02	353/353	---M--	200	added ('OK')	application/javascript	etag:%22161-57cf3a13426c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:02	888/888	---M--	200	added ('OK')	application/javascript	etag:%22378-59e3a3b7ea2c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:02	236832/236832	---M--	200	added ('OK')	font/woff2	etag:%2239d20-59583f2a97700%22	http://localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/assets/fonts/inter/Inter-italic-var.woff2	(from http://localhost/MyPersonalWebsite/wp-content/themes/twentytwenty/style.css?ver=1.5)
11:50:03	417/417	---M--	200	added ('OK')	application/javascript	etag:%221a1-57cf3a13426c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:03	7165/7165	---M--	200	added ('OK')	application/javascript	etag:%221bfd-58147f1cda2c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:03	1119/1119	---M--	200	added ('OK')	application/javascript	etag:%2245f-5a8c4e2d1a600%22	http://localhost/MyPersonalWebsite/wp-admin/js/password-strength-meter.min.js?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/js/password-strength-meter.mind03b.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:04	1079/1079	---M--	200	added ('OK')	application/javascript	etag:%22437-595c52fd2e6c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/wp-util.min.js?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/wp-util.mind03b.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:04	9532/9532	---M--	200	added ('OK')	application/javascript	etag:%22253c-5ac0dbbfc9c00%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/i18n.min.js?ver=bb7c3c45d012206bfcd73d6a31f84d9e	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/i18n.min77be.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:05	6913/6913	---M--	200	added ('OK')	text/html	date:Thu,%2015%20Oct%202020%2009:50:04%20GMT	http://localhost/MyPersonalWebsite/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%2FMyPersonalWebsite%2Fwp-admin%2F%26reauth=1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-loginfee5.html	(from http://localhost/MyPersonalWebsite/wp-admin/)
11:50:05	5592/5592	---M--	200	added ('OK')	application/javascript	etag:%2215d8-5a96744969c40%22	http://localhost/MyPersonalWebsite/wp-admin/js/user-profile.min.js?ver=5.5.1	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/js/user-profile.mind03b.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:06	16154/16154	---M--	200	added ('OK')	application/javascript	etag:%223f1a-595c52fd2e6c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/underscore.min.js?ver=1.8.3	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/underscore.min4511.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:07	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5942a870f08c0%22	http://localhost/MyPersonalWebsite/wp-admin/images/loading.gif	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/images/loading.gif	(from http://localhost/MyPersonalWebsite/wp-admin/css/forms.min.css?ver=5.5.1)
11:50:07	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5a624e1454500%22	http://localhost/MyPersonalWebsite/wp-admin/images/w-logo-blue.png?ver=20131202	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/images/w-logo-blue7a53.png	(from http://localhost/MyPersonalWebsite/wp-admin/css/login.min.css?ver=5.5.1)
11:50:08	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-51300c013bcc0%22	http://localhost/MyPersonalWebsite/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-admin/images/wordpress-logo7d6b.svg	(from http://localhost/MyPersonalWebsite/wp-admin/css/login.min.css?ver=5.5.1)
11:50:08	47085/47085	---M--	200	added ('OK')	application/javascript	etag:%22b7ed-59ff62a7a90c0%22	http://localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from http://localhost/MyPersonalWebsite/wp-login.php)
11:50:11	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-5aaa63de0f7c0%22	http://localhost/MyPersonalWebsite/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/fonts/dashicons7d4b.eot	(from http://localhost/MyPersonalWebsite/wp-includes/css/dashicons.min.css?ver=5.5.1)
11:50:11	56392/56392	---M--	200	added ('OK')	font/ttf	etag:%22dc48-5aaa63de0f7c0%22	http://localhost/MyPersonalWebsite/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/My%20Web%20Sites/test1/localhost/MyPersonalWebsite/wp-includes/fonts/dashicons7d4b.ttf	(from http://localhost/MyPersonalWebsite/wp-includes/css/dashicons.min.css?ver=5.5.1)
